Order ID,Order Date,Customer,Country,Region,Product,Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Payment Method,Sales Channel
ORD-100199,05/05/2025,Sophia Davis,Australia,Oceania,Laptop,Electronics,3,821.69,0.2,1972.06,1800,172.06,Bank Transfer,Retail Store
ORD-100200,16/06/2025,Cameron Thomas,Nigeria,Africa,Desk,Furniture,1,333.92,0.05,317.22,200,117.22,Credit Card,Online
ORD-100201,15/07/2025,Riley Taylor,Nigeria,Africa,Laptop,Electronics,4,815.23,0.05,3097.87,2400,697.87,Debit Card,Retail Store
ORD-100202,27/10/2025,Jordan Taylor,Nigeria,Africa,Monitor,Electronics,2,453.28,0.05,861.23,560,301.23,Debit Card,Retail Store
ORD-100203,13/10/2025,Emma Moore,Germany,Europe,Bookshelf,Furniture,3,204.25,0,612.75,330,282.75,Credit Card,Online
ORD-100204,07/06/2025,Daniel Brown,USA,North America,Printer,Electronics,4,248.75,0,995,600,395,PayPal,Online
ORD-100205,14/12/2025,Alex Moore,UK,Europe,Bookshelf,Furniture,1,199.48,0.1,179.53,110,69.53,Bank Transfer,Online
ORD-100206,19/08/2025,Noah Davis,India,Asia,Laptop,Electronics,3,825.1,0.05,2351.54,1800,551.54,Credit Card,Online
ORD-100207,07/03/2025,Taylor Davis,USA,North America,Office Chair,Furniture,2,279.47,0,558.94,340,218.94,Credit Card,Marketplace
ORD-100208,07/11/2025,Daniel Martin,Kenya,Africa,Headphones,Electronics,4,122.84,0.05,466.79,240,226.79,Debit Card,Online
ORD-100209,15/06/2025,Jamie Brown,Canada,North America,Office Chair,Furniture,2,292.28,0.1,526.1,340,186.1,Bank Transfer,Online
ORD-100210,14/03/2025,Noah Davis,Australia,Oceania,Office Chair,Furniture,1,269.24,0,269.24,170,99.24,Debit Card,Marketplace
ORD-100211,08/10/2025,Liam Taylor,Nigeria,Africa,Desk,Furniture,2,314.63,0.05,597.8,400,197.8,Bank Transfer,Online
ORD-100212,25/01/2025,Emma Davis,Nigeria,Africa,Office Chair,Furniture,1,279.34,0.05,265.37,170,95.37,Credit Card,Retail Store
ORD-100213,08/05/2025,Jamie Walker,India,Asia,Keyboard,Electronics,2,75.54,0.05,143.53,80,63.53,Credit Card,Retail Store
ORD-100214,31/05/2025,Jordan Hall,UK,Europe,Printer,Electronics,1,242.35,0.1,218.12,150,68.12,PayPal,Online
ORD-100215,25/02/2025,Noah Brown,Australia,Oceania,Laptop,Electronics,2,815.75,0,1631.5,1200,431.5,Credit Card,Retail Store
ORD-100216,07/04/2025,Daniel Walker,Germany,Europe,Keyboard,Electronics,6,77.25,0.1,417.15,240,177.15,Debit Card,Online
ORD-100217,19/08/2025,Taylor Anderson,Canada,North America,Printer,Electronics,4,248.41,0,993.64,600,393.64,Debit Card,Online
ORD-100218,17/08/2025,Jamie Young,Nigeria,Africa,Desk,Furniture,6,314.4,0,1886.4,1200,686.4,Debit Card,Retail Store
ORD-100219,06/03/2025,Casey Walker,Nigeria,Africa,Office Chair,Furniture,4,268.36,0.05,1019.77,680,339.77,Credit Card,Online
ORD-100220,07/07/2025,Morgan Johnson,UK,Europe,Printer,Electronics,2,232.66,0,465.32,300,165.32,Credit Card,Retail Store
ORD-100221,20/08/2025,Drew Walker,UK,Europe,Laptop,Electronics,3,850.86,0.1,2297.32,1800,497.32,Credit Card,Online
ORD-100222,30/04/2025,Drew Johnson,USA,North America,Laptop,Electronics,3,835.64,0,2506.92,1800,706.92,Credit Card,Marketplace
ORD-100223,04/10/2025,Olivia Young,Germany,Europe,Headphones,Electronics,2,121.02,0,242.04,120,122.04,PayPal,Online
ORD-100224,22/06/2025,Mia Thomas,UK,Europe,Office Chair,Furniture,3,285.57,0.05,813.87,510,303.87,Credit Card,Retail Store
ORD-100225,19/04/2025,Riley Martin,UK,Europe,Bookshelf,Furniture,1,193.06,0,193.06,110,83.06,Debit Card,Marketplace
ORD-100226,30/07/2025,Riley Martin,Australia,Oceania,Headphones,Electronics,1,115.53,0,115.53,60,55.53,Credit Card,Online
ORD-100227,08/08/2025,Emma Johnson,USA,North America,Printer,Electronics,4,258.45,0,1033.8,600,433.8,Credit Card,Online
ORD-100228,20/11/2025,Ethan Martin,Kenya,Africa,Laptop,Electronics,3,812.14,0.05,2314.6,1800,514.6,Bank Transfer,Online
ORD-100229,15/09/2025,Jordan Clark,Kenya,Africa,Office Chair,Furniture,3,290.27,0.1,783.73,510,273.73,Credit Card,Online
ORD-100230,02/07/2025,Ethan Taylor,USA,North America,Laptop,Electronics,2,850.45,0.05,1615.86,1200,415.86,Credit Card,Marketplace
ORD-100231,21/06/2025,Avery Smith,India,Asia,Headphones,Electronics,5,118.46,0.05,562.68,300,262.68,Credit Card,Online
ORD-100232,29/05/2025,Avery Anderson,Nigeria,Africa,Desk,Furniture,2,339.53,0.1,611.15,400,211.15,Bank Transfer,Online
ORD-100233,27/03/2025,Jordan Walker,Kenya,Africa,Headphones,Electronics,1,125.36,0.05,119.09,60,59.09,Bank Transfer,Online
ORD-100234,19/02/2025,Sam Wilson,Australia,Oceania,Printer,Electronics,2,250.86,0.1,451.55,300,151.55,Debit Card,Online
ORD-100235,10/07/2025,Casey Young,Kenya,Africa,Headphones,Electronics,1,123,0,123,60,63,Credit Card,Retail Store
ORD-100236,13/03/2025,Drew Johnson,USA,North America,Keyboard,Electronics,3,72.22,0.2,173.33,120,53.33,Credit Card,Retail Store
ORD-100237,29/10/2025,Daniel Davis,Australia,Oceania,Headphones,Electronics,1,126.23,0,126.23,60,66.23,Credit Card,Retail Store
ORD-100238,23/02/2025,Daniel Clark,Germany,Europe,Laptop,Electronics,1,891.33,0.1,802.2,600,202.2,Bank Transfer,Marketplace
ORD-100239,11/03/2025,Daniel Martin,India,Asia,Headphones,Electronics,6,121,0,726,360,366,PayPal,Retail Store
ORD-100240,20/10/2025,Noah Davis,Kenya,Africa,Office Chair,Furniture,1,262.29,0,262.29,170,92.29,Credit Card,Online
ORD-100241,30/09/2025,Liam Martin,Australia,Oceania,Printer,Electronics,2,230.02,0.05,437.04,300,137.04,Debit Card,Retail Store
ORD-100242,11/09/2025,Sophia Smith,India,Asia,Monitor,Electronics,3,400.25,0.05,1140.71,840,300.71,Bank Transfer,Online
ORD-100243,01/06/2025,Sophia Walker,Nigeria,Africa,Keyboard,Electronics,4,78.94,0.1,284.18,160,124.18,Credit Card,Online
ORD-100244,02/07/2025,Emma Clark,USA,North America,Monitor,Electronics,2,442.75,0,885.5,560,325.5,Bank Transfer,Online
ORD-100245,10/06/2025,Jamie Young,USA,North America,Desk,Furniture,3,313.75,0.1,847.12,600,247.12,PayPal,Online
ORD-100246,17/05/2025,Taylor Walker,Canada,North America,Bookshelf,Furniture,1,204.7,0.05,194.46,110,84.46,Bank Transfer,Retail Store
ORD-100247,28/04/2025,Drew Brown,Nigeria,Africa,Desk,Furniture,2,348.49,0,696.98,400,296.98,Debit Card,Marketplace
ORD-100248,15/12/2025,Morgan Taylor,India,Asia,Office Chair,Furniture,2,294.76,0,589.52,340,249.52,Bank Transfer,Online
ORD-100249,22/10/2025,Noah Lewis,Canada,North America,Headphones,Electronics,2,125.94,0.1,226.69,120,106.69,Credit Card,Online
ORD-100250,25/03/2025,Avery Brown,India,Asia,Laptop,Electronics,6,813.8,0,4882.8,3600,1282.8,Credit Card,Retail Store
ORD-100251,02/12/2025,Cameron Walker,India,Asia,Desk,Furniture,2,320.08,0.1,576.14,400,176.14,PayPal,Online
ORD-100252,04/12/2025,Avery Taylor,Canada,North America,Headphones,Electronics,1,120.41,0.05,114.39,60,54.39,PayPal,Online
ORD-100253,05/09/2025,Chris Thomas,UK,Europe,Keyboard,Electronics,1,75.09,0.15,63.83,40,23.83,Credit Card,Retail Store
ORD-100254,10/11/2025,Olivia Brown,Nigeria,Africa,Monitor,Electronics,1,409.44,0.1,368.5,280,88.5,Credit Card,Marketplace
ORD-100255,10/06/2025,Alex Smith,Canada,North America,Office Chair,Furniture,1,291.66,0,291.66,170,121.66,PayPal,Online
ORD-100256,28/01/2025,Jamie Hall,Canada,North America,Headphones,Electronics,1,122.48,0.1,110.23,60,50.23,Debit Card,Online
ORD-100257,07/12/2025,Liam Brown,Nigeria,Africa,Monitor,Electronics,3,404.33,0,1212.99,840,372.99,Bank Transfer,Online
ORD-100258,10/12/2025,Sophia Young,Australia,Oceania,Bookshelf,Furniture,1,204.66,0,204.66,110,94.66,Debit Card,Online
ORD-100259,04/10/2025,Riley Wilson,Germany,Europe,Monitor,Electronics,2,427.36,0.1,769.25,560,209.25,Bank Transfer,Online
ORD-100260,27/09/2025,Jordan Moore,UK,Europe,Office Chair,Furniture,2,288.85,0.2,462.16,340,122.16,Credit Card,Online
ORD-100261,13/02/2025,Ethan Clark,USA,North America,Monitor,Electronics,2,434.86,0,869.72,560,309.72,Bank Transfer,Marketplace
ORD-100262,25/09/2025,Riley Anderson,Canada,North America,Bookshelf,Furniture,2,194.77,0.1,350.59,220,130.59,Bank Transfer,Online
ORD-100263,26/08/2025,Avery Brown,India,Asia,Monitor,Electronics,1,442.31,0.05,420.19,280,140.19,Credit Card,Marketplace
ORD-100264,29/12/2025,Casey Lewis,India,Asia,Desk,Furniture,1,316.53,0,316.53,200,116.53,Bank Transfer,Online
ORD-100265,03/09/2025,Alex Young,UK,Europe,Bookshelf,Furniture,1,188.4,0.1,169.56,110,59.56,Debit Card,Online
ORD-100266,07/06/2025,Casey Moore,Nigeria,Africa,Monitor,Electronics,1,422.34,0.15,358.99,280,78.99,Credit Card,Online
ORD-100267,03/06/2025,Daniel Taylor,Kenya,Africa,Desk,Furniture,3,345.01,0,1035.03,600,435.03,Debit Card,Retail Store
ORD-100268,30/12/2025,Liam Wilson,Germany,Europe,Laptop,Electronics,2,899.02,0.05,1708.14,1200,508.14,Credit Card,Online
ORD-100269,12/06/2025,Liam Taylor,Germany,Europe,Monitor,Electronics,2,439.89,0.05,835.79,560,275.79,Bank Transfer,Marketplace
ORD-100270,16/12/2025,Jordan Brown,Australia,Oceania,Headphones,Electronics,3,124.55,0,373.65,180,193.65,Bank Transfer,Online
ORD-100271,20/07/2025,Taylor Davis,Germany,Europe,Keyboard,Electronics,6,72,0,432,240,192,PayPal,Online
ORD-100272,23/05/2025,Noah Davis,Australia,Oceania,Office Chair,Furniture,1,284.6,0,284.6,170,114.6,PayPal,Retail Store
ORD-100273,21/12/2025,Jordan Thomas,Germany,Europe,Office Chair,Furniture,5,292.5,0.05,1389.38,850,539.38,Credit Card,Online
ORD-100274,24/11/2025,Olivia Moore,Kenya,Africa,Headphones,Electronics,2,121.47,0.1,218.65,120,98.65,Debit Card,Online
ORD-100275,12/04/2025,Drew Brown,Australia,Oceania,Desk,Furniture,4,347.23,0,1388.92,800,588.92,Bank Transfer,Online
ORD-100276,23/11/2025,Sophia Young,Kenya,Africa,Printer,Electronics,3,244.62,0.05,697.17,450,247.17,Debit Card,Online
ORD-100277,13/11/2025,Daniel Moore,Germany,Europe,Bookshelf,Furniture,1,194.51,0,194.51,110,84.51,Bank Transfer,Online
ORD-100278,30/11/2025,Cameron Walker,Kenya,Africa,Laptop,Electronics,1,901.68,0.15,766.43,600,166.43,Debit Card,Marketplace
ORD-100279,07/05/2025,Chris Brown,Australia,Oceania,Printer,Electronics,2,236.9,0.1,426.42,300,126.42,Credit Card,Retail Store
ORD-100280,12/09/2025,Cameron Walker,Nigeria,Africa,Office Chair,Furniture,1,278.71,0,278.71,170,108.71,Credit Card,Marketplace
ORD-100281,04/08/2025,Chris Hall,India,Asia,Laptop,Electronics,1,816.58,0.05,775.75,600,175.75,Bank Transfer,Retail Store
ORD-100282,26/01/2025,Sophia Davis,Germany,Europe,Office Chair,Furniture,1,277.17,0.15,235.59,170,65.59,Bank Transfer,Online
ORD-100283,17/09/2025,Jordan Clark,Kenya,Africa,Keyboard,Electronics,2,80.52,0.05,152.99,80,72.99,Bank Transfer,Online
ORD-100284,28/03/2025,Jamie Martin,Kenya,Africa,Desk,Furniture,5,310.43,0,1552.15,1000,552.15,PayPal,Online
ORD-100285,28/12/2025,Taylor Walker,USA,North America,Laptop,Electronics,2,829.17,0.05,1575.42,1200,375.42,Debit Card,Retail Store
ORD-100286,08/07/2025,Alex Martin,Kenya,Africa,Laptop,Electronics,1,811.56,0,811.56,600,211.56,Debit Card,Online
ORD-100287,11/07/2025,Casey Smith,Kenya,Africa,Monitor,Electronics,2,420.68,0.15,715.16,560,155.16,Debit Card,Online
ORD-100288,03/11/2025,Noah Brown,UK,Europe,Printer,Electronics,3,249.07,0,747.21,450,297.21,Debit Card,Marketplace
ORD-100289,14/02/2025,Mia Lewis,USA,North America,Bookshelf,Furniture,2,202.92,0,405.84,220,185.84,Bank Transfer,Online
ORD-100290,31/03/2025,Mia Young,Australia,Oceania,Keyboard,Electronics,4,77.45,0,309.8,160,149.8,Credit Card,Retail Store
ORD-100291,04/12/2025,Casey Brown,Canada,North America,Monitor,Electronics,3,435.18,0.1,1174.99,840,334.99,Debit Card,Online
ORD-100292,23/04/2025,Cameron Martin,USA,North America,Keyboard,Electronics,1,80.43,0,80.43,40,40.43,Credit Card,Retail Store
ORD-100293,23/09/2025,Taylor Davis,Kenya,Africa,Monitor,Electronics,1,407.43,0,407.43,280,127.43,Bank Transfer,Retail Store
ORD-100294,03/04/2025,Chris Brown,Kenya,Africa,Headphones,Electronics,2,114.18,0,228.36,120,108.36,Debit Card,Online
ORD-100295,23/12/2025,Jamie Lewis,Nigeria,Africa,Desk,Furniture,3,339.56,0,1018.68,600,418.68,Debit Card,Marketplace
ORD-100296,09/04/2025,Chris Johnson,Nigeria,Africa,Printer,Electronics,2,246.42,0.1,443.56,300,143.56,Debit Card,Online
ORD-100297,21/06/2025,Morgan Lewis,Australia,Oceania,Laptop,Electronics,2,871.83,0,1743.66,1200,543.66,Bank Transfer,Online
ORD-100298,05/06/2025,Daniel Brown,Nigeria,Africa,Printer,Electronics,1,238.79,0.15,202.97,150,52.97,Credit Card,Retail Store
ORD-100299,06/05/2025,Liam Davis,UK,Europe,Laptop,Electronics,1,866.18,0.1,779.56,600,179.56,Debit Card,Retail Store
ORD-100300,31/01/2025,Taylor Clark,Germany,Europe,Laptop,Electronics,1,810.54,0.05,770.01,600,170.01,Credit Card,Online
ORD-100301,29/12/2025,Emma Wilson,India,Asia,Headphones,Electronics,1,125.8,0,125.8,60,65.8,Credit Card,Marketplace
ORD-100302,05/05/2025,Ethan Lewis,Nigeria,Africa,Monitor,Electronics,2,423.25,0.05,804.18,560,244.18,Debit Card,Online
ORD-100303,28/02/2025,Morgan Wilson,Australia,Oceania,Desk,Furniture,2,323.13,0,646.26,400,246.26,Credit Card,Retail Store
ORD-100304,11/06/2025,Jordan Walker,Nigeria,Africa,Desk,Furniture,1,323.8,0.1,291.42,200,91.42,Credit Card,Online
ORD-100305,21/01/2025,Taylor Walker,Germany,Europe,Headphones,Electronics,3,123.06,0,369.18,180,189.18,Debit Card,Online
ORD-100306,30/09/2025,Sophia Wilson,UK,Europe,Keyboard,Electronics,2,78.98,0,157.96,80,77.96,Bank Transfer,Online
ORD-100307,05/01/2025,Jordan Clark,USA,North America,Office Chair,Furniture,2,295.71,0,591.42,340,251.42,Credit Card,Online
ORD-100308,03/09/2025,Daniel Moore,Nigeria,Africa,Desk,Furniture,4,342.31,0,1369.24,800,569.24,PayPal,Marketplace
ORD-100309,17/01/2025,Jamie Young,UK,Europe,Headphones,Electronics,2,125.77,0,251.54,120,131.54,Credit Card,Online
ORD-100310,16/03/2025,Sophia Johnson,USA,North America,Desk,Furniture,4,330.35,0,1321.4,800,521.4,Bank Transfer,Marketplace
ORD-100311,07/08/2025,Mia Brown,Canada,North America,Keyboard,Electronics,4,76.84,0.1,276.62,160,116.62,Credit Card,Online
ORD-100312,26/04/2025,Jamie Brown,Nigeria,Africa,Laptop,Electronics,3,834.06,0,2502.18,1800,702.18,Debit Card,Online
ORD-100313,08/07/2025,Sam Brown,Australia,Oceania,Printer,Electronics,1,249.46,0.05,236.99,150,86.99,Bank Transfer,Online
ORD-100314,06/05/2025,Emma Brown,Nigeria,Africa,Bookshelf,Furniture,4,198.61,0,794.44,440,354.44,PayPal,Retail Store
ORD-100315,23/04/2025,Casey Smith,India,Asia,Printer,Electronics,1,238.66,0,238.66,150,88.66,Credit Card,Online
ORD-100316,16/05/2025,Jordan Young,Nigeria,Africa,Keyboard,Electronics,3,79.5,0.1,214.65,120,94.65,Credit Card,Online
ORD-100317,17/09/2025,Mia Walker,Kenya,Africa,Printer,Electronics,1,231.46,0,231.46,150,81.46,Bank Transfer,Online
ORD-100318,24/03/2025,Drew Lewis,UK,Europe,Desk,Furniture,2,329.9,0,659.8,400,259.8,Bank Transfer,Online
ORD-100319,13/01/2025,Noah Thomas,India,Asia,Printer,Electronics,1,240.52,0.1,216.47,150,66.47,Debit Card,Marketplace
ORD-100320,09/08/2025,Mia Wilson,Australia,Oceania,Office Chair,Furniture,4,269.09,0.05,1022.54,680,342.54,Credit Card,Online
ORD-100321,08/10/2025,Drew Davis,Kenya,Africa,Printer,Electronics,5,242.02,0.05,1149.6,750,399.6,Debit Card,Online
ORD-100322,09/06/2025,Emma Taylor,Canada,North America,Desk,Furniture,2,321.56,0,643.12,400,243.12,Debit Card,Online
ORD-100323,28/02/2025,Ethan Thomas,Australia,Oceania,Bookshelf,Furniture,1,187.52,0.05,178.14,110,68.14,Debit Card,Online
ORD-100324,23/07/2025,Ethan Taylor,USA,North America,Printer,Electronics,1,252.43,0,252.43,150,102.43,Bank Transfer,Online
ORD-100325,02/11/2025,Sam Moore,India,Asia,Laptop,Electronics,2,816.64,0.15,1388.29,1200,188.29,Credit Card,Online
ORD-100326,11/06/2025,Olivia Taylor,Germany,Europe,Keyboard,Electronics,4,75.48,0.15,256.63,160,96.63,Credit Card,Marketplace
ORD-100327,05/07/2025,Drew Young,Australia,Oceania,Monitor,Electronics,3,445.1,0.15,1135.01,840,295.01,Credit Card,Retail Store
ORD-100328,13/01/2025,Cameron Wilson,Nigeria,Africa,Laptop,Electronics,1,882.21,0,882.21,600,282.21,Debit Card,Retail Store
ORD-100329,20/10/2025,Cameron Brown,Canada,North America,Laptop,Electronics,2,862.79,0.15,1466.74,1200,266.74,Debit Card,Online
ORD-100330,15/08/2025,Mia Davis,Germany,Europe,Laptop,Electronics,1,853.52,0.1,768.17,600,168.17,PayPal,Online
ORD-100331,25/11/2025,Mia Walker,Kenya,Africa,Headphones,Electronics,3,126.42,0.05,360.3,180,180.3,Credit Card,Online
ORD-100332,20/09/2025,Riley Taylor,Germany,Europe,Monitor,Electronics,3,401.85,0.2,964.44,840,124.44,Credit Card,Marketplace
ORD-100333,09/09/2025,Chris Young,UK,Europe,Headphones,Electronics,3,126.2,0.1,340.74,180,160.74,PayPal,Online
ORD-100334,14/06/2025,Taylor Moore,Kenya,Africa,Bookshelf,Furniture,4,203.94,0.1,734.18,440,294.18,Bank Transfer,Online
ORD-100335,25/09/2025,Jamie Smith,Kenya,Africa,Keyboard,Electronics,1,80.64,0.05,76.61,40,36.61,Credit Card,Retail Store
ORD-100336,24/06/2025,Drew Clark,USA,North America,Bookshelf,Furniture,1,194.71,0.1,175.24,110,65.24,Debit Card,Online
ORD-100337,14/05/2025,Avery Davis,Australia,Oceania,Bookshelf,Furniture,2,198.75,0,397.5,220,177.5,Bank Transfer,Retail Store
ORD-100338,27/07/2025,Cameron Clark,UK,Europe,Office Chair,Furniture,3,291.53,0.2,699.67,510,189.67,Bank Transfer,Retail Store
ORD-100339,14/02/2025,Jordan Johnson,Kenya,Africa,Headphones,Electronics,2,117.56,0,235.12,120,115.12,Debit Card,Retail Store
ORD-100340,06/08/2025,Daniel Johnson,Germany,Europe,Monitor,Electronics,6,427.98,0,2567.88,1680,887.88,Bank Transfer,Retail Store
ORD-100341,05/10/2025,Drew Clark,USA,North America,Laptop,Electronics,1,823.06,0,823.06,600,223.06,Debit Card,Online
ORD-100342,30/06/2025,Alex Smith,India,Asia,Bookshelf,Furniture,5,196.38,0,981.9,550,431.9,PayPal,Online
ORD-100343,07/07/2025,Ethan Wilson,USA,North America,Printer,Electronics,1,249.53,0.05,237.05,150,87.05,Debit Card,Online
ORD-100344,05/09/2025,Noah Wilson,Kenya,Africa,Laptop,Electronics,6,834.23,0.05,4755.11,3600,1155.11,Debit Card,Marketplace
ORD-100345,29/07/2025,Jamie Walker,Kenya,Africa,Monitor,Electronics,1,429.62,0.05,408.14,280,128.14,Debit Card,Marketplace
ORD-100346,18/04/2025,Chris Taylor,USA,North America,Laptop,Electronics,6,901.84,0.1,4869.94,3600,1269.94,Credit Card,Retail Store
ORD-100347,09/09/2025,Sam Wilson,India,Asia,Bookshelf,Furniture,3,194.57,0.2,466.97,330,136.97,Debit Card,Retail Store
ORD-100348,07/11/2025,Jordan Smith,Kenya,Africa,Desk,Furniture,1,343.79,0,343.79,200,143.79,PayPal,Online
ORD-100349,04/09/2025,Alex Clark,India,Asia,Office Chair,Furniture,4,272.33,0.1,980.39,680,300.39,Bank Transfer,Online
ORD-100350,29/03/2025,Morgan Wilson,Canada,North America,Desk,Furniture,4,344.05,0.05,1307.39,800,507.39,Credit Card,Retail Store
ORD-100351,12/09/2025,Riley Clark,UK,Europe,Office Chair,Furniture,1,291.57,0,291.57,170,121.57,Credit Card,Online
ORD-100352,15/12/2025,Jordan Brown,UK,Europe,Keyboard,Electronics,3,74.07,0,222.21,120,102.21,Debit Card,Online
ORD-100353,23/11/2025,Olivia Anderson,USA,North America,Headphones,Electronics,2,128.33,0.1,230.99,120,110.99,Debit Card,Online
ORD-100354,01/10/2025,Alex Johnson,Nigeria,Africa,Keyboard,Electronics,2,75.3,0.05,143.07,80,63.07,PayPal,Marketplace
ORD-100355,26/04/2025,Alex Smith,Australia,Oceania,Monitor,Electronics,4,411.49,0.1,1481.36,1120,361.36,Credit Card,Retail Store
ORD-100356,09/08/2025,Chris Martin,Germany,Europe,Office Chair,Furniture,3,276.53,0.05,788.11,510,278.11,PayPal,Online
ORD-100357,18/07/2025,Morgan Anderson,Australia,Oceania,Printer,Electronics,5,241.09,0.15,1024.63,750,274.63,Debit Card,Online
ORD-100358,26/04/2025,Noah Lewis,Nigeria,Africa,Office Chair,Furniture,1,282.48,0,282.48,170,112.48,Bank Transfer,Online
ORD-100359,28/09/2025,Morgan Johnson,UK,Europe,Office Chair,Furniture,2,290.81,0,581.62,340,241.62,Bank Transfer,Online
ORD-100360,04/01/2025,Mia Wilson,UK,Europe,Monitor,Electronics,4,414.42,0.05,1574.8,1120,454.8,Debit Card,Online
ORD-100361,18/06/2025,Drew Thomas,USA,North America,Office Chair,Furniture,2,263.2,0.05,500.08,340,160.08,Credit Card,Online
ORD-100362,13/11/2025,Chris Taylor,Germany,Europe,Headphones,Electronics,5,116.98,0,584.9,300,284.9,Bank Transfer,Retail Store
ORD-100363,18/06/2025,Liam Clark,Nigeria,Africa,Office Chair,Furniture,2,272.88,0,545.76,340,205.76,Credit Card,Online
ORD-100364,16/02/2025,Riley Smith,Kenya,Africa,Keyboard,Electronics,6,75.08,0.1,405.43,240,165.43,Debit Card,Online
ORD-100365,21/07/2025,Drew Taylor,India,Asia,Headphones,Electronics,1,118.19,0.05,112.28,60,52.28,Credit Card,Retail Store
ORD-100366,21/04/2025,Sophia Davis,USA,North America,Headphones,Electronics,4,122.02,0,488.08,240,248.08,PayPal,Online
ORD-100367,13/07/2025,Avery Walker,India,Asia,Printer,Electronics,3,256.74,0.05,731.71,450,281.71,PayPal,Online
ORD-100368,08/09/2025,Taylor Smith,USA,North America,Office Chair,Furniture,1,285.03,0,285.03,170,115.03,Bank Transfer,Retail Store
ORD-100369,24/06/2025,Morgan Davis,Nigeria,Africa,Printer,Electronics,2,243.05,0,486.1,300,186.1,Debit Card,Online
ORD-100370,19/03/2025,Sophia Taylor,Canada,North America,Laptop,Electronics,6,833.46,0,5000.76,3600,1400.76,Debit Card,Marketplace
ORD-100371,05/12/2025,Liam Hall,Nigeria,Africa,Laptop,Electronics,2,820.59,0.05,1559.12,1200,359.12,Debit Card,Online
ORD-100372,12/02/2025,Sophia Moore,Canada,North America,Laptop,Electronics,1,839.55,0,839.55,600,239.55,Bank Transfer,Online
ORD-100373,24/04/2025,Alex Smith,India,Asia,Printer,Electronics,5,249.03,0,1245.15,750,495.15,Credit Card,Online
ORD-100374,10/10/2025,Casey Taylor,Germany,Europe,Laptop,Electronics,5,904.52,0,4522.6,3000,1522.6,Credit Card,Online
ORD-100375,19/02/2025,Emma Anderson,India,Asia,Laptop,Electronics,3,813.75,0,2441.25,1800,641.25,PayPal,Retail Store
ORD-100376,01/07/2025,Daniel Walker,Australia,Oceania,Printer,Electronics,1,252.5,0.1,227.25,150,77.25,Credit Card,Marketplace
ORD-100377,27/12/2025,Jamie Martin,USA,North America,Bookshelf,Furniture,1,184.93,0.05,175.68,110,65.68,Credit Card,Online
ORD-100378,23/03/2025,Taylor Martin,Canada,North America,Keyboard,Electronics,2,75.13,0,150.26,80,70.26,Debit Card,Retail Store
ORD-100379,02/01/2025,Avery Clark,Germany,Europe,Bookshelf,Furniture,3,195.41,0.15,498.3,330,168.3,Credit Card,Marketplace
ORD-100380,10/02/2025,Jordan Taylor,Kenya,Africa,Keyboard,Electronics,3,77.57,0.05,221.07,120,101.07,PayPal,Online
ORD-100381,23/09/2025,Jordan Walker,USA,North America,Laptop,Electronics,3,865.6,0.05,2466.96,1800,666.96,Credit Card,Online
ORD-100382,23/09/2025,Morgan Johnson,Nigeria,Africa,Printer,Electronics,1,228.21,0.15,193.98,150,43.98,Credit Card,Online
ORD-100383,28/10/2025,Morgan Moore,Germany,Europe,Printer,Electronics,1,257.88,0.05,244.99,150,94.99,PayPal,Online
ORD-100384,15/10/2025,Ethan Brown,Kenya,Africa,Bookshelf,Furniture,3,198.85,0.05,566.72,330,236.72,PayPal,Online
ORD-100385,28/09/2025,Olivia Clark,Germany,Europe,Office Chair,Furniture,2,296.87,0,593.74,340,253.74,Bank Transfer,Online
ORD-100386,31/07/2025,Daniel Young,Nigeria,Africa,Bookshelf,Furniture,3,181.74,0.1,490.7,330,160.7,Credit Card,Online
ORD-100387,10/03/2025,Alex Clark,UK,Europe,Bookshelf,Furniture,5,190.99,0,954.95,550,404.95,Debit Card,Online
ORD-100388,18/05/2025,Noah Brown,Canada,North America,Desk,Furniture,2,320.72,0.05,609.37,400,209.37,Debit Card,Retail Store
ORD-100389,01/04/2025,Jamie Clark,Kenya,Africa,Bookshelf,Furniture,1,203.24,0,203.24,110,93.24,Debit Card,Online
ORD-100390,11/10/2025,Jordan Walker,USA,North America,Desk,Furniture,4,342.02,0,1368.08,800,568.08,PayPal,Retail Store
ORD-100391,18/08/2025,Ethan Johnson,Canada,North America,Bookshelf,Furniture,2,203.63,0.05,386.9,220,166.9,Debit Card,Retail Store
ORD-100392,05/07/2025,Morgan Lewis,USA,North America,Office Chair,Furniture,2,263.26,0.05,500.19,340,160.19,Credit Card,Retail Store
ORD-100393,30/08/2025,Olivia Martin,USA,North America,Laptop,Electronics,5,864.56,0,4322.8,3000,1322.8,PayPal,Retail Store
ORD-100394,19/04/2025,Chris Lewis,Australia,Oceania,Keyboard,Electronics,2,71.33,0.1,128.39,80,48.39,Debit Card,Retail Store
ORD-100395,02/06/2025,Noah Anderson,Nigeria,Africa,Office Chair,Furniture,2,289.47,0.1,521.05,340,181.05,PayPal,Online
ORD-100396,26/06/2025,Cameron Taylor,Canada,North America,Monitor,Electronics,5,404.6,0.1,1820.7,1400,420.7,Debit Card,Online
ORD-100397,30/05/2025,Liam Brown,USA,North America,Desk,Furniture,4,323.32,0.15,1099.29,800,299.29,Debit Card,Online
